afforest	afforests	afforested	afforested	afforesting
affranchise	affranchises	affranchised	affranchised	affranchising
affray	affrays	affrayed	affrayed	affraying
affright	affrights	affrighted	affrighted	affrighting
affront	affronts	affronted	affronted	affronting
africanize	africanizes	africanized	africanized	africanizing
afrikanerize	afrikanerizes	afrikanerized	afrikanerized	afrikanerizing
age	ages	aged	aged	aging
agglomerate	agglomerates	agglomerated	agglomerated	agglomerating
agglutinate	agglutinates	agglutinated	agglutinated	agglutinating
aggrade	aggrades	aggraded	aggraded	aggrading
aggrandize	aggrandizes	aggrandized	aggrandized	aggrandizing
aggravate	aggravates	aggravated	aggravated	aggravating
aggregate	aggregates	aggregated	aggregated	aggregating
aggress	aggresses	aggressed	aggressed	aggressing
aggrieve	aggrieves	aggrieved	aggrieved	aggrieving
agist	agists	agisted	agisted	agisting
agitate	agitates	agitated	agitated	agitating
agonize	agonizes	agonized	agonized	agonizing
agree	agrees	agreed	agreed	agreeing
aid	aids	aided	aided	aiding
ail	ails	ailed	ailed	ailing
aim	aims	aimed	aimed	aiming
air	airs	aired	aired	airing
aircondition	airconditions	airconditioned	airconditioned	airconditioning
aircool	aircools	aircooled	aircooled	aircooling
airdrop	airdrops	airdropped	airdropped	airdropping
airdry	airdries	airdried	airdried	airdrying
airlift	airlifts	airlifted	airlifted	airlifting
airmail	airmails	airmailed	airmailed	airmailing
alarm	alarms	alarmed	alarmed	alarming
albumenize	albumenizes	albumenized	albumenized	albumenizing
alchemize	alchemizes	alchemized	alchemized	alchemizing
alcoholize	alcoholizes	alcoholized	alcoholized	alcoholizing
alert	alerts	alerted	alerted	alerting
alibi	alibis	alibied	alibied	alibiing
alien	aliens	aliened	aliened	aliening
alienate	alienates	alienated	alienated	alienating
alight	alights	alighted	alighted	alighting
aliment	aliments	alimented	alimented	alimenting
aline	alines	alined	alined	alining
alkalify	alkalifies	alkalified	alkalified	alkalifying
alkalize	alkalizes	alkalized	alkalized	alkalizing
allay	allays	allayed	allayed	allaying
allege	alleges	alleged	alleged	alleging
allegorize	allegorizes	allegorized	allegorized	allegorizing
alleviate	alleviates	alleviated	alleviated	alleviating
alliterate	alliterates	alliterated	alliterated	alliterating
allocate	allocates	allocated	allocated	allocating
allot	allots	allotted	allotted	allotting
allow	allows	allowed	allowed	allowing
allowance	allowances	allowanced	allowanced	allowancing
alloy	alloys	alloyed	alloyed	alloying
allude	alludes	alluded	alluded	alluding
allure	allures	allured	allured	alluring
ally	allies	allied	allied	allying
alphabetize	alphabetizes	alphabetized	alphabetized	alphabetizing
alter	alters	altered	altered	altering
altercate	altercates	altercated	altercated	altercating
alternate	alternates	alternated	alternated	alternating
aluminize	aluminizes	aluminized	aluminized	aluminizing
amalgamate	amalgamates	amalgamated	amalgamated	amalgamating
amass	amasses	amassed	amassed	amassing
amaze	amazes	amazed	amazed	amazing
amble	ambles	ambled	ambled	ambling
ambulate	ambulates	ambulated	ambulated	ambulating
ambuscade	ambuscades	ambuscaded	ambuscaded	ambuscading
ambush	ambushes	ambushed	ambushed	ambushing
ameliorate	ameliorates	ameliorated	ameliorated	ameliorating
amend	amends	amended	amended	amending
amerce	amerces	amerced	amerced	amercing
americanize	americanizes	americanized	americanized	americanizing
ammoniate	ammoniates	ammoniated	ammoniated	ammoniating
ammonify	ammonifies	ammonified	ammonified	ammonifying
amnesty	amnesties	amnestied	amnestied	amnestying
amortize	amortizes	amortized	amortized	amortizing
amount	amounts	amounted	amounted	amounting
amplify	amplifies	amplified	amplified	amplifying
amputate	amputates	amputated	amputated	amputating
amuse	amuses	amused	amused	amusing
anagrammatize	anagrammatizes	anagrammatized	anagrammatized	anagrammatizing
analogize	analogizes	analogized	analogized	analogizing
analyze	analyzes	analyzed	analyzed	analyzing
anastomose	anastomoses	anastomosed	anastomosed	anastomosing
anathematize	anathematizes	anathematized	anathematized	anathematizing
anatomize	anatomizes	anatomized	anatomized	anatomizing
anchor	anchors	anchored	anchored	anchoring
anele	aneles	aneled	aneled	aneling
anesthetize	anesthetizes	anesthetized	anesthetized	anesthetizing
anger	angers	angered	angered	angering
angle	angles	angled	angled	angling
angle-park	angle-parks	angle-parked	angle-parked	angle-parking
anglicize	anglicizes	anglicized	anglicized	anglicizing
anglify	anglifies	anglified	anglified	anglifying
anguish	anguishes	anguished	anguished	anguishing
angulate	angulates	angulated	angulated	angulating
animadvert	animadverts	animadverted	animadverted	animadverting
animalize	animalizes	animalized	animalized	animalizing
animate	animates	animated	animated	animating
ankylose	ankyloses	ankylosed	ankylosed	ankylosing
anneal	anneals	annealed	annealed	annealing
annex	annexes	annexed	annexed	annexing
annihilate	annihilates	annihilated	annihilated	annihilating
annotate	annotates	annotated	annotated	annotating
announce	announces	announced	announced	announcing
annoy	annoys	annoyed	annoyed	annoying
annualize	annualizes	annualized	annualized	annualizing
annul	annuls	annulled	annulled	annulling
annunciate	annunciates	annunciated	annunciated	annunciating
anodize	anodizes	anodized	anodized	anodizing
anoint	anoints	anointed	anointed	anointing
answer	answers	answered	answered	answering
antagonize	antagonizes	antagonized	antagonized	antagonizing
ante	antes	anteed	anteed	anteing
antecede	antecedes	anteceded	anteceded	anteceding
antedate	antedates	antedated	antedated	antedating
antevert	anteverts	anteverted	anteverted	anteverting
anthologize	anthologizes	anthologized	anthologized	anthologizing
anthropomorphize	anthropomorphizes	anthropomorphized	anthropomorphized	anthropomorphizing
anticipate	anticipates	anticipated	anticipated	anticipating
antiquate	antiquates	antiquated	antiquated	antiquating
antique	antiques	antiqued	antiqued	antiquing
ape	apes	aped	aped	aping
aphorize	aphorizes	aphorized	aphorized	aphorizing
apocopate	apocopates	apocopated	apocopated	apocopating
apologize	apologizes	apologized	apologized	apologizing
apostatize	apostatizes	apostatized	apostatized	apostatizing
apostrophize	apostrophizes	apostrophized	apostrophized	apostrophizing
apotheosize	apotheosizes	apotheosized	apotheosized	apotheosizing
appall	appals	appalled	appalled	appalling
appeal	appeals	appealed	appealed	appealing
appear	appears	appeared	appeared	appearing
appease	appeases	appeased	appeased	appeasing
append	appends	appended	appended	appending
apperceive	apperceives	apperceived	apperceived	apperceiving
appertain	appertains	appertained	appertained	appertaining
applaud	applauds	applauded	applauded	applauding
appliqu_e	appliqu_es	appliqu_eed	appliqu_eed	appliqu_eing
apply	applies	applied	applied	applying
appoint	appoints	appointed	appointed	appointing
apportion	apportions	apportioned	apportioned	apportioning
appose	apposes	apposed	apposed	apposing
appraise	appraises	appraised	appraised	appraising
appreciate	appreciates	appreciated	appreciated	appreciating
apprehend	apprehends	apprehended	apprehended	apprehending
apprentice	apprentices	apprenticed	apprenticed	apprenticing
apprize	apprizes	apprized	apprized	apprizing
approach	approaches	approached	approached	approaching
approbate	approbates	approbated	approbated	approbating
appropriate	appropriates	appropriated	appropriated	appropriating
approve	approves	approved	approved	approving
approximate	approximates	approximated	approximated	approximating
apron	aprons	aproned	aproned	aproning
aquaplane	aquaplanes	aquaplaned	aquaplaned	aquaplaning
aquatint	aquatints	aquatinted	aquatinted	aquatinting
arbitrate	arbitrates	arbitrated	arbitrated	arbitrating
arc	arcs	arcked	arcked	arcking
arch	arches	arched	arched	arching
archaize	archaizes	archaized	archaized	archaizing
argue	argues	argued	argued	arguing
argufy	argufies	argufied	argufied	argufying
arise	arises	arose	arisen	arising
arm	arms	armed	armed	arming
armour	armours	armoured	armoured	armouring
aromatize	aromatizes	aromatized	aromatized	aromatizing
arouse	arouses	aroused	aroused	arousing
arraign	arraigns	arraigned	arraigned	arraigning
arrange	arranges	arranged	arranged	arranging
array	arrays	arrayed	arrayed	arraying
arrest	arrests	arrested	arrested	arresting
arrive	arrives	arrived	arrived	arriving
arrogate	arrogates	arrogated	arrogated	arrogating
arterialize	arterializes	arterialized	arterialized	arterializing
article	articles	articled	articled	articling
articulate	articulates	articulated	articulated	articulating
artificialize	artificializes	artificialized	artificialized	artificializing
aryanize	aryanizes	aryanized	aryanized	aryanizing
ascend	ascends	ascended	ascended	ascending
ascertain	ascertains	ascertained	ascertained	ascertaining
ascribe	ascribes	ascribed	ascribed	ascribing
ask	asks	asked	asked	asking
asperse	asperses	aspersed	aspersed	aspersing
asphalt	asphalts	asphalted	asphalted	asphalting
asphyxiate	asphyxiates	asphyxiated	asphyxiated	asphyxiating
aspirate	aspirates	aspirated	aspirated	aspirating
aspire	aspires	aspired	aspired	aspiring
assail	assails	assailed	assailed	assailing
assassinate	assassinates	assassinated	assassinated	assassinating
assault	assaults	assaulted	assaulted	assaulting
assay	assays	assayed	assayed	assaying
assemble	assembles	assembled	assembled	assembling
assent	assents	assented	assented	assenting
assert	asserts	asserted	asserted	asserting
assess	assesses	assessed	assessed	assessing
asseverate	asseverates	asseverated	asseverated	asseverating
assibilate	assibilates	assibilated	assibilated	assibilating
assign	assigns	assigned	assigned	assigning
assimilate	assimilates	assimilated	assimilated	assimilating
assist	assists	assisted	assisted	assisting
associate	associates	associated	associated	associating
assoil	assoils	assoiled	assoiled	assoiling
assort	assorts	assorted	assorted	assorting
assuage	assuages	assuaged	assuaged	assuaging
assume	assumes	assumed	assumed	assuming
assure	assures	assured	assured	assuring
asterisk	asterisks	asterisked	asterisked	asterisking
astonish	astonishes	astonished	astonished	astonishing
astound	astounds	astounded	astounded	astounding
astrict	astricts	astricted	astricted	astricting
atomize	atomizes	atomized	atomized	atomizing
atone	atones	atoned	atoned	atoning
atrophy	atrophies	atrophied	atrophied	atrophying
attach	attaches	attached	attached	attaching
attack	attacks	attacked	attacked	attacking
attain	attains	attained	attained	attaining
attaint	attaints	attainted	attainted	attainting
attemper	attempers	attempered	attempered	attempering
attempt	attempts	attempted	attempted	attempting
attend	attends	attended	attended	attending
attenuate	attenuates	attenuated	attenuated	attenuating
attest	attests	attested	attested	attesting
attire	attires	attired	attired	attiring
attitudinize	attitudinizes	attitudinized	attitudinized	attitudinizing
attorn	attorns	attorned	attorned	attorning
attract	attracts	attracted	attracted	attracting
attribute	attributes	attributed	attributed	attributing
attune	attunes	attuned	attuned	attuning
auction	auctions	auctioned	auctioned	auctioning
auctioneer	auctioneers	auctioneered	auctioneered	auctioneering
audit	audits	audited	audited	auditing
audition	auditions	auditioned	auditioned	auditioning
augment	augments	augmented	augmented	augmenting
augur	augurs	augured	augured	auguring
auscultate	auscultates	auscultated	auscultated	auscultating
auspicate	auspicates	auspicated	auspicated	auspicating
australianize	australianizes	australianized	australianized	australianizing
authenticate	authenticates	authenticated	authenticated	authenticating
authorize	authorizes	authorized	authorized	authorizing
autoclave	autoclaves	autoclaved	autoclaved	autoclaving
autograph	autographs	autographed	autographed	autographing
autolyze	autolyzes	autolyzed	autolyzed	autolyzing
automate	automates	automated	automated	automating
automatize	automatizes	automatized	automatized	automatizing
autotomize	autotomizes	autotomized	autotomized	autotomizing
avail	avails	availed	availed	availing
avalanche	avalanches	avalanched	avalanched	avalanching
avenge	avenges	avenged	avenged	avenging
aver	avers	averred	averred	averring
average	averages	averaged	averaged	averaging
avert	averts	averted	averted	averting
aviate	aviates	aviated	aviated	aviating
avoid	avoids	avoided	avoided	avoiding
avouch	avouches	avouched	avouched	avouching
avow	avows	avowed	avowed	avowing
await	awaits	awaited	awaited	awaiting
awake	awakes	awoke	awoken	awaking
awaken	awakens	awakened	awakened	awakening
award	awards	awarded	awarded	awarding
awe	awes	awed	awed	awing
axe	axes	axed	axed	axing
azotize	azotizes	azotized	azotized	azotizing
baa	baas	baaed	baaed	baaing
babbitt	babbitts	babbitted	babbitted	babbitting
babble	babbles	babbled	babbled	babbling
baby	babies	babied	babied	babying
babysit	babysits	babysat	babysat	babysitting
back	backs	backed	backed	backing
backbite	backbites	backbit	backbitten	backbiting
backcomb	backcombs	backcombed	backcombed	backcombing
backcross	backcrosses	backcrossed	backcrossed	backcrossing
backdate	backdates	backdated	backdated	backdating
backfill	backfills	backfilled	backfilled	backfilling
backfire	backfires	backfired	backfired	backfiring
backhand	backhands	backhanded	backhanded	backhanding
backpedal	backpedals	backpedalled	backpedalled	backpedalling
backslide	backslides	backslidden	backslidden	backsliding
backspace	backspaces	backspaced	backspaced	backspacing
backstitch	backstitches	backstitched	backstitched	backstitching
backstroke	backstrokes	backstroked	backstroked	backstroking
backtrack	backtracks	backtracked	backtracked	backtracking
backwash	backwashes	backwashed	backwashed	backwashing
backwater	backwaters	backwatered	backwatered	backwatering
badger	badgers	badgered	badgered	badgering
badmouth	badmouths	badmouthed	badmouthed	badmouthing
baffle	baffles	baffled	baffled	baffling
bag	bags	bagged	bagged	bagging
bail	bails	bailed	bailed	bailing
bait	baits	baited	baited	baiting
baize	baizes	baized	baized	baizing
bake	bakes	baked	baked	baking
baksheesh	baksheeshes	baksheeshed	baksheeshed	baksheeshing
balance	balances	balanced	balanced	balancing
bale	bales	baled	baled	baling
balkanize	balkanizes	balkanized	balkanized	balkanizing
ball	balls	balled	balled	balling
ballast	ballasts	ballasted	ballasted	ballasting
balloon	balloons	ballooned	ballooned	ballooning
ballot	ballots	balloted	balloted	balloting
ballyhoo	ballyhoos	ballyhooed	ballyhooed	ballyhooing
ballyrag	ballyrags	ballyragged	ballyragged	ballyragging
bamboozle	bamboozles	bamboozled	bamboozled	bamboozling
ban	bans	banned	banned	banning
band	bands	banded	banded	banding
bandage	bandages	bandaged	bandaged	bandaging
bandy	bandies	bandied	bandied	bandying
bang	bangs	banged	banged	banging
banish	banishes	banished	banished	banishing
bankroll	bankrolls	bankrolled	bankrolled	bankrolling
bankrupt	bankrupts	bankrupted	bankrupted	bankrupting
banquet	banquets	banqueted	banqueted	banqueting
bant	bants	banted	banted	banting
banter	banters	bantered	bantered	bantering
baptize	baptizes	baptized	baptized	baptizing
bar	bars	barred	barred	barring
barbarize	barbarizes	barbarized	barbarized	barbarizing
barber	barbers	barbered	barbered	barbering
barde	bards	barded	barded	barding
bare	bares	bared	bared	baring
bargain	bargains	bargained	bargained	bargaining
barge	barges	barged	barged	barging
bark	barks	barked	barked	barking
barnstorm	barnstorms	barnstormed	barnstormed	barnstorming
barrack	barracks	barracked	barracked	barracking
barrage	barrages	barraged	barraged	barraging
barrel	barrels	barrelled	barrelled	barrelling
barrel-roll	barrel-rolls	barrel-rolled	barrel-rolled	barrel-rolling
barricade	barricades	barricaded	barricaded	barricading
barter	barters	bartered	bartered	bartering
base	bases	based	based	basing
bash	bashes	bashed	bashed	bashing
basify	basifies	basified	basified	basifying
bask	basks	basked	basked	basking
basset	bassets	basseted	basseted	basseting
bastardize	bastardizes	bastardized	bastardized	bastardizing
baste	bastes	basted	basted	basting
bastinado	bastinadoes	bastinadoed	bastinadoed	bastinadoing
bat	bats	batted	batted	batting
batch	batches	batched	batched	batching
bate	bates	bated	bated	bating
batfowl	batfowls	batfowled	batfowled	batfowling
bath	baths	bathed	bathed	
bathe	bathes	bathed	bathed	bathing
batten	battens	battened	battened	battening
batter	batters	battered	battered	battering
battle	battles	battled	battled	battling
battledore	battledores	battledored	battledored	battledoring
baulk	baulks	baulked	baulked	baulking
bawl	bawls	bawled	bawled	bawling
bay	bays	bayed	bayed	baying
bayonet	bayonets	bayoneted	bayoneted	bayoneting
beach	beaches	beached	beached	beaching
beacon	beacons	beaconed	beaconed	beaconing
bead	beads	beaded	beaded	beading
beagle	beagles	beagled	beagled	beagling
beam	beams	beamed	beamed	beaming
beard	beards	bearded	bearded	bearding
beat	beats	beat	beaten	beating
beatify	beatifies	beatified	beatified	beatifying
beautify	beautifies	beautified	beautified	beautifying
beaver	beavers	beavered	beavered	beavering
bechance	bechances	bechanced	bechanced	bechancing
beckon	beckons	beckoned	beckoned	beckoning
becloud	beclouds	beclouded	beclouded	beclouding
become	becomes	became	become	becoming
bed	beds	bedded	bedded	bedding
bedaub	bedaubs	bedaubed	bedaubed	bedaubing
bedazzle	bedazzles	bedazzled	bedazzled	bedazzling
bedeck	bedecks	bedecked	bedecked	bedecking
bedevil	bedevils	bedevilled	bedevilled	bedevilling
bedew	bedews	bedewed	bedewed	bedewing
bedight	bedights	bedighted	bedighted	bedighting
bedim	bedims	bedimmed	bedimmed	bedimming
bedizen	bedizens	bedizened	bedizened	bedizening
bedraggle	bedraggles	bedraggled	bedraggled	bedraggling
beef	beefs	beefed	beefed	beefing
beep	beeps	beeped	beeped	beeping
beeswax	beeswaxes	beeswaxed	beeswaxed	beeswaxing
beetle	beetles	beetled	beetled	beetling
befall	befalls	befell	befallen	befalling
befit	befits	befitted	befitted	befitting
befog	befogs	befogged	befogged	befogging
befool	befools	befooled	befooled	befooling
befoul	befouls	befouled	befouled	befouling
befriend	befriends	befriended	befriended	befriending
befuddle	befuddles	befuddled	befuddled	befuddling
beg	begs	begged	begged	begging
beget	begets	begot	begotten	begetting
beggar	beggars	beggared	beggared	beggaring
begin	begins	began	begun	beginning
begird	begirds	begirt	begirt	begirding
begrime	begrimes	begrimed	begrimed	begriming
begrudge	begrudges	begrudged	begrudged	begrudging
beguile	beguiles	beguiled	beguiled	beguiling
behave	behaves	behaved	behaved	behaving
behead	beheads	beheaded	beheaded	beheading
behold	beholds	beheld	beheld	beholding
behove	behoves	behoved	behoved	behoving
bejewel	bejewels	bejewelled	bejewelled	bejewelling
belabour	belabours	belaboured	belaboured	belabouring
belay	belays	belayed	belayed	belaying
belch	belches	belched	belched	belching
beleaguer	beleaguers	beleaguered	beleaguered	beleaguering
belie	belies	belied	belied	belying
believe	believes	believed	believed	believing
belittle	belittles	belittled	belittled	belittling
bell	bells	belled	belled	belling
bellow	bellows	bellowed	bellowed	bellowing
belly	bellies	bellied	bellied	bellying
belly-laugh	belly-laughs'	belly-laughed	belly-laughed	belly-laughing
bellyache	bellyaches	bellyached	bellyached	bellyaching
bellyache	bellyaches'	bellyached	belly-ached	belly-aching
bellyland	bellylands	bellylanded	bellylanded	bellylanding
belong	belongs	belonged	belonged	belonging
belt	belts	belted	belted	belting
bemean	bemeans	bemeaned	bemeaned	bemeaning
bemire	bemires	bemired	bemired	bemiring
bemoan	bemoans	bemoaned	bemoaned	bemoaning
bemuse	bemuses	bemused	bemused	bemusing
bename	benames	benempt	benempt	benaming
bench	benches	benched	benched	benching
bend	bends	bent	bent	bending
benefice	benefices	beneficed	beneficed	beneficing
benefit	benefits	benefited	benefited	benefiting
benumb	benumbs	benumbed	benumbed	benumbing
bequeath	bequeaths	bequeathed	bequeathed	bequeathing
berate	berates	berated	berated	berating
bereave	bereaves	bereaved	bereaved	bereaving
berry	berries	berried	berried	berrying
berth	berths	berthed	berthed	berthing
beseech	beseeches	besought	besought	beseeching
beseem	beseems	beseemed	beseemed	beseeming
beset	besets	beset	beset	besetting
beshrew	beshrews	beshrewed	beshrewed	beshrewing
besiege	besieges	besieged	besieged	besieging
besmear	besmears	besmeared	besmeared	besmearing
besmirch	besmirches	besmirched	besmirched	besmirching
bespangle	bespangles	bespangled	bespangled	bespangling
bespatter	bespatters	bespattered	bespattered	bespattering
bespeak	bespeaks	bespoke	bespoken	bespeaking
bespread	bespreads	bespreaded	bespreaded	bespreading
besprinkle	besprinkles	besprinkled	besprinkled	besprinkling
best	bests	bested	bested	besting
besteaded	besteads	besteadeded	besteadeded	besteading
bestialize	bestializes	bestialized	bestialized	bestializing
bestir	bestirs	bestirred	bestirred	bestirring
bestow	bestows	bestowed	bestowed	bestowing
bestrew	bestrews	bestrewed	bestrewn	bestrewing
bestride	bestrides	bestrode	bestrode	bestriding
bet	bets	betted	betted	betting
betake	betakes	betook	betaken	betaking
bethink	bethinks	bethought	bethought	bethinking
betide	betides	betided	betided	betiding
betoken	betokens	betokened	betokened	betokening
betray	betrays	betrayed	betrayed	betraying
betroth	betroths	betrothed	betrothed	betrothing
better	betters	bettered	bettered	bettering
bewail	bewails	bewailed	bewailed	bewailing
beware	bewares	bewared	bewared	bewaring
bewilder	bewilders	bewildered	bewildered	bewildering
bewitch	bewitches	bewitched	bewitched	bewitching
bewray	bewrays	bewrayed	bewrayed	bewraying
bias	biases	biassed	biassed	biassing
bicker	bickers	bickered	bickered	bickering
bicycle	bicycles	bicycled	bicycled	bicycling
bid	bids	bid	bidden	bidding
bide	bides	bided	bided	biding
biff	biffs	biffed	biffed	biffing
bifurcate	bifurcates	bifurcated	bifurcated	bifurcating
big-note	big-notes	big-noted	big-noted	big-noting
bight	bights	bighted	bighted	bighting
bike	bikes	biked	biked	biking
bilge	bilges	bilged	bilged	bilging
bilk	bilks	bilked	bilked	bilking
bill	bills	billed	billed	billing
billet	billets	billeted	billeted	billeting
bin	bins	binned	binned	binning
bioassay	bioassays	bioassayed	bioassayed	bioassaying
birch	birches	birched	birched	birching
bird's-nest	bird's-nests	bird's-nested	bird's-nested	bird's-nesting
birddog	birddogs	birddogged	birddogged	birddogging
birdlime	birdlimes	birdlimed	birdlimed	birdliming
birdy	birdies	birdied	birdied	birdying
birl	birls	birled	birled	birling
birr	birrs	birred	birred	birring
birth	births	birthed	birthed	birthing
bisect	bisects	bisected	bisected	bisecting
bit	bits	bitted	bitted	bitting
bitch	bitches	bitched	bitched	bitching
bite	bites	bited	bitten	biting
bitter	bitters	bittered	bittered	bittering
bituminize	bituminizes	bituminized	bituminized	bituminizing
bivouac	bivouacs	bivouacked	bivouacked	bivouacking
blab	blabs	blabbed	blabbed	blabbing
blabber	blabbers	blabbered	blabbered	blabbering
black	blacks	blacked	blacked	blacking
black-lead	black-leads	black-leaded	black-leaded	black-leading
blackball	blackballs	blackballed	blackballed	blackballing
blackbird	blackbirds	blackbirded	blackbirded	blackbirding
blacken	blackens	blackened	blackened	blacking
blackguard	blackguards	blackguarded	blackguarded	blackguarding
blackjack	blackjacks	blackjacked	blackjacked	blackjacking
blackleg	blacklegs	blacklegged	blacklegged	blacklegging
blacklist	blacklists	blacklisted	blacklisted	blacklisting
blackmail	blackmails	blackmailed	blackmailed	blackmailing
blackmarket	blackmarkets	blackmarketed	blackmarketed	blackmarketing
blackout	blackouts	blackouted	blackouted	blackouting
blah	blahs	blahed	blahed	blahing
blame	blames	blamed	blamed	blaming
blanch	blanches	blanched	blanched	blanching
blandish	blandishes	blandished	blandished	blandishing
blank	blanks	blanked	blanked	blanking
blanket	blankets	blanketed	blanketed	blanketing
blare	blares	blared	blared	blaring
blarney	blarneys	blarneyed	blarneyed	blarneying
blaspheme	blasphemes	blasphemed	blasphemed	blaspheming
blast	blasts	blasted	blasted	blasting
